NC_N_Root_1	NC_N_Root_2	NC_N_Root_3	NC_N_Shoot_1	NC_N_Shoot_2	NC_N_Shoot_3	SC_N_Root_1	SC_N_Root_2	SC_N_Root_3	SC_N_Shoot_1	SC_N_Shoot_2	SC_N_Shoot_3	NC_Y_Root_1	NC_Y_Root_2	NC_Y_Root_3	NC_Y_Shoot_1	NC_Y_Shoot_2	NC_Y_Shoot_3	SC_Y_Root_1	SC_Y_Root_2	SC_Y_Root_3	SC_Y_Shoot_1	SC_Y_Shoot_2	SC_Y_Shoot_3
AT4G37220	1.4636	3.2892	1.0369	-3.4507	-1.6697	-1.4185	1.9973	1.5483	2.5495	-2.9019	-2.198	-2.3831	3.9978	3.9093	3.2474	-2.5236	-1.3625	-2.3197	4.1193	2.8807	4.0823	-1.6719	-0.7348	-0.7565
AT4G37225	-0.2928	-1.043	-0.4802	0.1738	-0.4473	-0.7266	-1.5305	-5.6316	-2.5319	-1.6795	-0.8195	-0.3127	-0.451	0.1881	-1.4228	-2.5236	-0.6706	-2.3197	-0.3716	-1.184	-1.286	-1.0198	-4.6417	-3.0784
AT4G37235	-0.9787	-0.9118	-1.0902	-2.2283	-4.8396	-2.797	-0.9138	-2.1721	-0.21	-1.6795	-1.7125	-1.5351	-0.451	-0.4955	-0.3684	-2.5236	-5.0629	-4.6416	-0.0403	0.3354	0.7414	-2.1573	-3.0567	-4.6634
AT4G37240	1.4166	1.435	1.2912	0.9868	0.518	0.0906	2.0302	1.9153	1.6265	1.703	2.1666	2.2138	0.3762	-0.048	0.6581	-0.9386	-0.2049	-0.5542	1.0493	0.6905	0.9908	2.6397	2.2287	3.1375
AT4G37250	5.7163	5.782	5.8084	3.1884	3.0613	2.8641	5.664	5.6416	5.8463	3.2343	3.6349	3.7585	6.3026	6.536	6.1627	2.848	2.4685	2.4352	5.5577	5.5789	5.5223	3.5151	3.6847	3.6986
AT4G37260	5.0743	5.1106	5.2	2.8892	1.9019	2.2474	5.5829	5.6015	5.6907	3.3649	3.2283	3.6033	5.7753	5.8911	5.4739	2.9027	3.102	2.7421	5.519	5.3573	5.4303	4.2922	3.9395	4.1536
AT4G37270	5.3689	5.3518	5.3923	6.8095	6.727	6.6937	5.4612	5.3507	5.1476	6.5986	6.4624	6.5879	5.158	5.399	5.2266	6.6226	6.5796	6.6932	5.2221	5.1701	4.9865	6.4254	6.5125	6.3735
AT4G37280	4.2906	4.144	4.026	4.6872	4.6341	4.631	4.1938	4.4809	4.3733	4.8947	4.8177	4.7233	4.215	4.0693	4.2453	4.5142	4.3696	4.4218	4.034	4.2106	4.2495	4.6109	4.7442	4.8305
AT4G37295	0.8016	0.7144	0.5445	-0.7877	-2.5176	-0.5953	0.3955	-0.4221	0.3332	-2.1649	-4.5199	-3.1201	0.6172	0.5262	0.4313	-0.4532	-0.9754	-2.3197	0.824	0.401	0.7949	-2.8943	-4.6417	-4.6634
AT4G37300	5.2248	5.3664	5.0913	7.462	7.2369	7.1464	4.7999	4.8752	5.1273	7.2676	7.2118	7.206	5.9037	5.9384	5.7402	7.3403	7.0035	7.2798	5.5819	5.7125	5.7114	6.995	6.7986	6.9351
AT4G37310	1.9156	1.9655	1.4033	6.5915	6.4975	6.3924	2.1847	1.6813	2.0095	5.6968	5.5502	5.5559	1.9435	2.1813	1.8654	6.7324	6.4424	6.7831	1.5691	1.3521	1.6717	5.3393	5.0777	4.9046
AT4G37320	3.0174	2.9266	3.1577	4.2475	4.1233	4.0585	3.4422	3.1399	3.1405	3.7563	3.0726	3.3006	3.7722	3.592	3.5527	4.234	4.0792	4.2921	4.1026	4.1356	4.0163	2.8336	3.0656	2.944
AT4G37330	4.8608	5.0635	5.0638	5.7854	5.6513	5.7053	5.2846	4.96	5.1047	5.137	5.2565	5.173	5.5628	5.5148	5.2744	5.6149	5.5435	5.4786	5.1949	5.1295	5.0483	4.8314	4.9785	4.9309
AT4G37340	3.3401	3.4319	3.3165	-5.0356	-4.8396	-5.1189	2.9069	2.7564	2.9039	-4.4868	-4.5199	-4.705	3.9457	3.5971	3.9184	-2.0382	-5.0629	-2.3197	4.6813	4.3036	4.425	-2.8943	-4.6417	-4.6634
AT4G37370	4.7587	4.3044	4.3325	2.4156	2.1029	2.3968	4.2155	4.1966	4.0249	2.2274	1.5462	1.5617	3.9546	4.1761	3.4504	3.0674	3.9399	2.826	2.6799	2.409	2.2327	1.9965	2.3008	1.6034
AT4G37380	1.5531	1.7446	1.7808	3.3087	3.5398	3.3446	1.8388	1.8683	1.716	3.4498	3.4167	3.1837	1.8332	1.8948	2.0764	3.2366	3.102	2.7071	1.3325	1.828	1.859	3.4095	3.1721	3.4607
AT4G37390	6.6209	6.4066	6.9184	0.519	-0.0847	0.3074	6.9923	6.8312	6.7552	0.7986	0.6896	1.67	7.657	7.7309	7.5031	0.8269	0.7185	1.0863	6.7156	6.5758	6.9283	0.0443	-0.7348	1.3139
AT4G37400	3.822	4.2977	4.2562	3.6118	3.0369	3.3528	4.4407	4.3642	5.1006	2.59	2.4688	2.6787	3.9369	3.8243	4.2883	3.2259	3.2635	2.653	4.7524	4.7499	4.6735	3.1718	3.4298	3.2254
AT4G37409	0.3307	0.587	-0.2089	-2.2283	-4.8396	-2.797	-0.3081	-1.108	-2.5319	-1.6795	-2.9349	-2.3831	-0.1957	1.2546	0.4915	-4.8455	-1.6035	-4.6416	1.0836	1.5957	1.4229	-2.8943	-1.8344	-4.6634
AT4G37410	9.0101	9.8593	9.0452	4.5475	3.5656	4.0283	8.3743	7.8544	8.5557	5.3286	5.0251	5.839	9.6452	10.1301	10.0252	4.867	4.0166	4.6228	10.3465	10.2169	10.3528	6.398	5.6768	5.0998
AT4G37430	4.1649	4.125	5.1487	3.844	3.0733	3.4472	5.9555	5.3621	6.4893	3.1205	3.1022	3.4191	4.3679	4.2167	4.1919	3.1713	2.6582	2.826	4.6757	4.8821	4.8574	3.5264	3.1331	3.285
AT4G37432	3.2359	3.2049	3.2802	3.9951	3.3844	3.6326	2.6868	2.8401	2.8357	3.4732	3.5408	3.6303	3.7522	3.5713	3.6809	3.8304	3.641	3.83	3.0963	3.2885	3.2662	3.5376	3.451	3.8484
AT4G37440	5.2112	5.1931	4.9062	5.2987	5.3366	5.2916	4.8259	4.9354	4.945	5.382	5.4005	5.4786	5.3168	5.2092	5.14	4.9667	5.1058	5.2668	4.67	4.7117	4.7634	5.2401	5.2178	5.1391
AT4G37445	0.7266	0.5419	0.1537	-0.9482	-0.9327	-0.5953	0.8664	0.8762	0.1526	0.4674	0.0037	-0.4571	0.0867	0.3909	0.4915	-2.0382	-0.815	-0.5542	0.7403	1.099	1.0796	-0.2313	0.1132	-0.9629
AT4G37450	4.2172	4.4242	4.5058	5.4289	4.9401	5.0245	4.6193	4.6756	4.8118	5.1223	5.1857	5.1483	4.2865	4.1966	4.6098	4.8462	4.5089	4.9339	5.0612	4.919	5.0121	5.6819	5.423	5.8154
AT4G37460	6.5915	6.5678	6.5855	6.9725	7.1963	7.1352	6.4502	6.4186	6.3993	6.88	6.9058	6.8258	6.5689	6.6534	6.4928	6.9846	7.0596	7.0144	6.2051	6.1541	6.1563	6.6737	6.8476	6.7863
AT4G37470	2.9366	3.7814	2.9611	6.1914	6.0651	6.0765	3.294	2.4291	3.1324	5.8362	5.9365	6.0135	4.226	4.3103	4.1175	6.6498	6.5272	6.4157	4.4474	4.2106	4.5891	6.0036	6.104	6.3002
AT4G37480	3.4196	3.4443	3.2126	4.2613	4.5634	4.3303	3.018	3.2171	3.2644	4.2032	4.0688	4.2521	3.792	3.7105	3.5598	4.4742	4.2747	4.2921	3.4589	3.1332	3.2471	4.0944	3.8858	3.8164
AT4G37490	2.6011	2.4655	2.41	1.8347	0.518	1.6226	3.1663	3.6092	3.6062	2.2546	2.08	1.67	2.434	2.0675	2.6249	1.0852	1.507	1.0863	2.8087	2.9806	2.8777	1.1932	1.0862	1.6034
AT4G37510	3.8084	3.8338	3.9542	6.9815	7.2248	7.1505	4.0363	3.9402	4.1784	7.5058	7.4684	7.607	3.9054	4.0051	3.6614	6.8888	7.096	6.9513	3.6255	3.8428	3.661	7.4061	7.5958	7.6475
AT4G37520	8.3119	8.3136	8.1997	4.4053	4.0763	3.8669	8.0504	7.8734	7.8017	3.9929	4.2114	4.0532	8.012	7.9853	7.9128	5.2512	6.0925	5.8452	6.9611	6.6247	6.71	3.9344	3.611	2.9587
AT4G37530	5.2146	5.5469	5.3457	3.6333	3.394	3.2691	5.2587	5.0715	5.1068	2.8078	2.7375	3.0297	5.7578	5.4165	5.5143	3.9127	4.2062	4.207	5.5174	5.2003	5.4303	2.7781	2.4772	2.4762
AT4G37540	5.5083	5.5254	5.7513	4.5399	4.2871	4.5971	5.5219	5.8212	5.7529	4.1678	4.3719	4.4624	5.9595	5.6555	5.8984	4.523	4.8121	4.6915	6.4412	6.365	6.5695	4.6319	4.3441	4.2405
AT4G37550	3.5006	3.5218	3.3999	5.875	6.0114	5.9097	2.9592	3.2541	3.2938	6.2822	6.2123	6.2353	4.0887	4.22	3.744	5.8454	5.8507	5.7453	3.5961	3.7197	3.9354	6.0236	6.1761	6.2139
AT4G37553	0.4751	-0.0091	0.7279	0.0088	0.8328	0.7637	0.0545	-0.077	0.2755	1.1856	0.124	0.0498	0.7033	0.4374	0.2343	0.3639	0.4917	0.4028	-0.3716	0.1946	-0.0323	0.1646	-0.2494	0.1946
AT4G37560	-1.5953	-1.7349	-1.8787	5.0794	4.9694	5.0672	-2.63	-2.8242	-1.2518	4.8283	4.5381	4.7928	-1.3177	-0.785	-1.4228	5.0356	4.8664	4.7356	-1.2383	-1.3904	-2.1791	4.4064	4.6086	4.7354
AT4G37580	1.5958	2.096	2.5506	2.1039	2.3	2.3487	1.4575	1.8522	1.6033	2.5019	3.1167	2.6078	2.157	2.007	2.2946	2.1879	2.097	1.8013	3.336	3.7197	3.738	2.179	2.6712	2.7712
AT4G37590	6.3846	6.2836	6.2092	6.1122	6.2472	6.3328	6.1621	6.2591	6.2499	5.9151	5.8211	5.8037	6.5058	6.3749	6.3088	5.81	5.7724	5.8168	6.1403	6.2804	6.137	5.6641	5.7709	5.5203
AT4G37608	0.9735	0.6732	0.6391	-0.1776	0.8883	0.9035	-0.0111	0.9383	0.2755	0.4674	-0.4324	0.5044	0.1494	0.4825	0.2343	0.5807	0.7185	0.4028	0.0318	0.6371	0.223	0.5651	0.6437	-0.0195
AT4G37610	3.6193	4.2103	3.2279	1.7846	1.2689	2.061	3.5428	3.8703	4.1902	2.673	3.0726	3.2779	5.5144	5.0591	4.4333	2.2313	1.9924	2.653	4.4605	4.0151	4.3689	2.5976	2.5967	2.4762
AT4G37630	2.8152	2.4039	2.6102	2.97	3.0246	3.1619	3.1884	2.8802	3.0488	3.1498	2.8464	3.1715	2.2314	1.8265	2.3766	2.9293	3.2454	3.4191	2.7241	2.8692	2.7617	3.2955	3.5629	3.663
AT4G37640	6.5364	6.5272	6.6452	5.7151	5.7889	5.7037	6.9122	6.7169	6.5384	5.489	5.5177	5.3678	6.4953	6.7042	6.6304	6.3511	6.5751	6.278	6.8211	6.6975	6.723	5.5882	5.9348	5.3576
AT4G37650	4.7516	4.8209	5.0574	4.2382	3.912	3.8951	5.2587	5.175	5.3673	4.0484	3.9022	4.0126	4.7176	4.6035	4.8382	4.0463	3.6271	3.7888	5.1408	5.2141	5.2507	3.7544	3.6847	3.6898
AT4G37660	2.9776	2.7887	3.1657	3.7293	3.166	3.1338	3.5428	3.7326	3.1078	3.1352	3.0575	3.1467	3.0419	2.8044	3.0715	3.6016	3.3507	3.1066	3.4056	3.62	3.2662	3.1281	3.3526	3.4607
AT4G37670	1.5958	1.5981	1.6044	3.6544	3.6158	3.6259	3.0823	2.832	3.6523	4.0562	4.0076	3.8911	1.5137	1.5582	1.5061	3.6016	3.7982	3.7115	1.4687	1.7036	1.4892	4.2988	4.0828	4.0815
AT4G37680	4.9438	4.9167	4.8405	5.9338	5.9161	5.8605	4.9301	5.1325	5.0563	5.5725	5.5662	5.4661	5.0532	5.0442	5.0923	5.7992	5.8082	5.9795	4.995	4.7499	4.9836	5.5306	5.5345	5.8113
AT4G37682	-0.7473	0.0565	-0.384	0.7973	1.0431	1.0709	-0.3081	-0.5872	-0.4813	1.1279	0.8377	1.5987	0.5721	0.1881	0.4313	1.2206	1.5953	1.4245	-0.5709	0.2667	-0.0323	1.0753	0.973	0.5461
AT4G37685	-0.2168	-0.0778	0.1537	0.7973	1.1828	1.5393	-0.3081	-0.3462	-0.4813	1.5355	0.972	0.3393	-0.6503	0.3428	0.006	1.2206	1.1269	0.1133	0.1661	0.2667	0.6859	1.0753	0.7846	1.6034
AT4G37690	0.5201	0.7935	0.7279	-0.9482	0.2048	-0.364	0.2906	0.5973	0.3332	0.0367	-0.4324	-0.4571	1.1647	1.2283	1.6969	0.512	0.429	1.0863	0.824	0.1186	0.6859	0.1646	0.1132	-0.5759
AT4G37700	3.6193	4.3896	2.7651	-0.2807	-0.9327	-1.949	1.6816	1.2632	1.672	0.0367	-0.1276	-0.1815	3.8825	4.1449	3.9983	-0.0906	-0.308	-0.3937	3.1621	2.9806	2.9144	-0.5724	-0.3938	-0.2711
AT4G37730	5.2197	5.4373	5.2515	1.1542	1.5003	1.3568	5.5088	5.0835	5.5981	0.7986	-0.1276	0.5044	5.7452	5.9364	5.9662	0.6463	0.5518	0.4028	5.6451	5.5665	5.5805	0.3787	0.2163	-0.1398
AT4G37740	3.3956	3.1683	3.3864	2.6579	3.0122	3.0155	3.6528	3.7369	3.8629	3.5739	3.4631	3.5476	3.2778	3.2382	3.4352	3.1601	2.8013	2.9053	3.566	3.6607	3.5253	3.2418	3.5131	3.8563
AT4G37750	4.2476	4.4519	4.086	4.2567	3.9516	4.3507	3.7987	3.801	3.813	4.3743	4.384	4.4165	4.2865	4.6561	4.572	4.0093	3.9058	3.2349	4.6615	4.7625	4.6004	4.1169	4.2317	4.311
AT4G37760	0.8376	1.3591	0.6842	8.0718	8.156	8.0518	0.8664	0.6722	1.0358	7.2701	7.137	7.1618	1.2813	1.7911	0.5492	7.9792	8.0876	7.8895	0.8641	0.3354	0.6282	7.2371	7.2497	7.3292
AT4G37770	-1.4148	-2.628	-3.7532	-2.2283	-2.5176	-1.4185	-5.4374	-4.0466	-3.7543	-0.2389	-0.613	-0.6176	-3.0833	-2.0804	-5.1232	-1.3861	-0.815	-3.0567	-2.5184	-2.7689	-4.9865	-0.0869	0.0021	1.2193
AT4G37780	-0.9787	0.1794	-0.384	-5.0356	-4.8396	-5.1189	-0.4832	-1.2393	-1.6388	-4.4868	-2.9349	-4.705	0.4774	1.0895	0.303	-1.6756	-3.4779	-4.6416	-0.5709	0.2667	-1.286	-4.4793	-4.6417	-3.0784
AT4G37790	4.5271	4.7383	4.4481	4.1167	3.8079	3.8555	5.0004	4.8871	5.1636	4.3618	4.6222	4.5262	5.2593	5.3663	5.0227	4.8427	5.1838	4.7004	5.1141	5.2186	5.2674	4.3184	4.7355	4.4685
AT4G37800	4.8761	4.943	4.6911	8.1332	8.1009	8.0549	3.7842	3.9288	4.4073	7.5627	7.767	7.6816	5.1311	5.6956	4.8838	7.8983	7.5884	7.8719	5.3825	5.1416	5.3678	7.7642	7.5248	7.5268
AT4G37810	-0.2168	-0.2259	-1.6377	0.4562	1.4642	1.481	-1.7369	-0.9877	-1.0913	0.4674	1.4108	0.5804	-0.5472	-1.2919	-0.4794	-0.4532	0.9144	-0.3937	-1.2383	-1.6314	-1.0796	-0.3918	0.0021	-0.7565
AT4G37820	4.706	4.9255	4.9298	4.9402	5.2007	5.1111	4.8969	4.8988	4.9264	5.3027	5.3855	5.3489	4.9224	4.9062	4.8324	4.8251	5.2329	5.1116	4.8849	5.0294	4.8977	5.3393	5.224	5.2116
AT4G37830	6.6941	6.8028	6.8874	7.0535	6.6647	6.6339	6.9944	6.9935	7.2113	6.6661	6.6619	6.6867	6.8513	6.7659	6.8515	6.9436	6.6714	6.7651	7.1416	6.9762	6.9372	6.4742	6.4142	6.6028
AT4G37870	8.4404	8.4002	8.6914	7.459	7.4916	7.5016	8.7085	8.7808	8.7856	7.2398	7.4368	7.3834	8.6119	8.8818	8.6392	7.2698	7.0979	7.2895	8.3852	8.3258	8.3753	7.0835	7.2723	6.8753
AT4G37880	5.0552	5.3468	5.3227	5.4432	5.1646	5.3021	5.3579	5.2701	5.3569	5.3445	5.3734	5.4178	5.5969	5.6156	5.5465	5.3821	5.3955	5.3598	5.4581	5.1583	5.4616	5.3865	5.4311	5.236
AT4G37890	4.9664	5.1876	5.1017	2.9128	2.6918	2.8755	4.8607	4.5446	4.593	2.8619	3.1312	2.8419	4.986	5.5175	5.3954	3.0911	2.6986	2.995	5.1141	5.2501	5.2768	2.0599	1.5481	0.7629
AT4G37895	-1.5953	-2.2654	-0.384	-3.4507	-3.2546	-0.871	-1.7369	-0.9877	-2.1693	-1.6795	-1.7125	-4.705	-1.7048	-1.4524	-1.6638	-2.5236	-2.741	-3.0567	-2.1558	-0.336	-1.8166	-1.3093	-4.6417	-2.3415
AT4G37900	6.05	5.9084	5.8486	1.5035	1.5355	0.9035	5.8028	5.6074	5.3252	0.7986	0.9064	0.7212	5.7027	5.7983	5.6704	2.6221	2.8258	2.3918	5.7873	5.2831	5.4821	1.0753	1.3807	-0.4155
AT4G37910	7.4037	7.2949	7.6827	7.3899	7.3238	7.2987	7.8101	7.8694	7.677	7.2651	7.3181	7.264	7.3788	7.3498	7.5604	7.5123	7.3526	7.3042	7.9217	7.9149	7.9009	7.7121	7.72	7.734
AT4G37920	2.5799	2.559	2.6787	4.7342	4.9336	5.0498	2.4875	2.5029	2.4745	5.2257	5.0632	5.2651	3.1066	3.0338	2.9375	4.8773	5.0754	4.7699	2.2365	2.7733	2.4314	5.0345	5.3399	5.3905
AT4G37925	-5.5022	-3.8504	-5.3382	6.691	6.7001	6.7495	-5.4374	-5.6316	-5.3392	6.1758	6.0241	6.2615	-5.4052	-3.9549	-5.1232	6.3572	6.2573	6.1714	-5.3258	-5.0909	-4.9865	5.8096	6.0386	6.0448
AT4G37930	4.8542	5.0128	4.7212	11.2687	11.3057	11.3105	4.299	4.3414	4.4306	11.2675	11.1496	11.2556	4.7982	4.955	4.7207	10.966	11.0584	10.9327	4.6357	4.562	4.7533	11.1484	11.2224	11.3744
AT4G37940	4.7109	4.7607	4.3147	-3.4507	-3.2546	-2.797	4.2011	4.5767	4.5234	-4.4868	-4.5199	-4.705	4.4005	4.4672	4.3944	-4.8455	-5.0629	-4.6416	3.9293	4.2243	4.005	-2.8943	-4.6417	-4.6634
AT4G37950	-3.1803	-1.7349	-5.3382	-5.0356	-4.8396	-5.1189	-3.1154	-4.0466	-5.3392	-4.4868	-4.5199	-4.705	0.0867	-0.785	-0.4794	-4.8455	-5.0629	-4.6416	-0.1163	0.7918	-0.1285	-4.4793	-4.6417	-4.6634
AT4G37970	3.6245	3.5731	2.8664	1.1932	1.4272	1.221	2.8153	2.3051	2.8653	0.6425	1.1525	1.1278	3.7007	4.1727	3.9074	0.9874	1.2039	1.5482	2.8087	2.7229	2.5604	0.7302	0.0021	0.2908
AT4G37980	-5.5022	-5.4353	-5.3382	6.8701	7.214	7.1441	-5.4374	-5.6316	-5.3392	7.6575	7.5248	7.83	-1.3177	-1.633	-2.8013	5.4525	6.0025	5.3904	-3.7408	-5.0909	-3.4015	7.1248	7.3858	7.751
AT4G37990	-5.5022	-3.1134	-5.3382	-5.0356	-3.2546	-2.797	-5.4374	-5.6316	-5.3392	-1.3169	-0.8195	-3.1201	-5.4052	-5.5398	-5.1232	0.1087	0.4917	0.3126	-5.3258	-5.0909	-4.9865	0.2756	-1.1823	0.8285
AT4G38010	0.1702	0.2926	0.4432	0.7457	0.8883	1.2905	0.7124	0.8762	1.0702	-0.2389	0.972	0.9097	0.3762	-0.4106	0.303	0.5807	0.2947	0.4028	1.1172	0.9315	0.1428	0.4749	0.7846	-0.1398
AT4G38020	1.2392	1.194	1.4563	3.8683	4.009	3.9552	1.192	1.6068	1.1686	3.7372	3.8767	3.8457	1.415	1.355	1.1435	3.7947	3.6616	3.6758	0.4556	1.138	1.3534	3.6135	3.6483	3.672
AT4G38040	4.2906	4.3801	4.3744	4.4622	4.8487	4.7124	4.378	4.4809	4.3595	4.6553	4.4545	4.6056	4.0105	4.0656	4.2755	4.5786	4.6148	4.3328	4.3378	4.3583	4.1809	4.8177	4.6734	4.6518
AT4G38050	2.4808	2.4039	2.5384	2.9923	3.2532	3.4623	2.5342	2.5131	2.7952	3.1926	3.1596	3.1087	2.9031	2.7594	2.9589	3.2259	3.2725	3.2101	2.9174	3.1806	3.1063	3.2555	3.247	3.6081
AT4G38060	6.673	6.7829	6.2853	4.5512	5.0748	4.9778	5.6077	5.4432	5.5609	3.9012	4.1701	3.7908	6.0629	6.1453	5.7754	4.1741	4.7684	4.949	4.8354	4.5403	4.5034	3.8739	3.7026	3.4607
AT4G38070	3.1878	2.9527	3.4852	1.9978	1.8747	2.1195	3.6945	3.7326	3.4905	2.5466	2.7185	2.3284	2.7597	2.7776	2.7896	1.4943	2.355	1.0863	2.9826	3.1618	3.1784	1.4515	1.6621	2.3478
AT4G38080	7.8003	7.9515	8.0381	0.7973	0.7751	0.373	7.5116	7.3141	7.3978	0.9394	0.4343	-0.4571	7.9217	8.0885	8.0994	1.9227	0.665	0.1133	8.1564	7.7623	7.712	0.8062	0.5677	-0.0195
AT4G38090	3.3835	3.0363	3.0325	4.006	3.7788	4.0181	2.8891	2.6585	2.6438	3.8486	3.6944	3.6481	3.1066	3.0638	3.0316	3.9127	3.7283	3.8055	2.4224	2.6573	2.6646	3.7253	3.5726	3.716
AT4G38092	-2.0428	-1.9759	-2.5308	0.2498	0.2897	-0.0745	-2.63	-5.6316	-2.5319	-1.0274	-0.613	-1.0046	-5.4052	-1.633	-5.1232	0.0125	-1.3625	-1.4717	-5.3258	-1.6314	-3.4015	-4.4793	-2.3198	-1.4935
AT4G38100	3.8309	3.7371	3.709	4.8516	4.7806	4.7865	3.9136	4.0391	4.0293	5.137	4.978	4.7646	3.7722	3.5971	3.5944	5.0538	5.0045	4.8321	4.0163	4.2993	4.315	5.2605	5.1896	5.4465
AT4G38120	5.0164	4.9623	4.7795	5.6217	5.7668	5.7522	4.783	4.8713	4.7706	5.4717	5.6488	5.5746	4.9446	4.8748	4.9088	5.4525	5.4518	5.4577	4.9445	4.9274	4.8668	5.525	5.6216	5.3987
AT4G38130	7.0343	7.0027	7.2615	6.7889	6.6687	6.5966	7.5192	7.5164	7.4843	6.8175	6.8205	6.8851	7.0535	7.1181	7.078	6.8519	6.7311	6.6386	7.3296	7.2336	7.3182	6.7728	6.749	6.8108
AT4G38140	-0.0104	0.1193	-0.8146	-5.0356	-4.8396	-5.1189	-1.045	-0.6774	-0.0538	-2.9019	-4.5199	-4.705	0.4774	0.4374	1.0265	-4.8455	-5.0629	-4.6416	-1.4189	-0.447	-2.1791	-4.4793	-4.6417	-4.6634
AT4G38150	3.1014	2.6784	3.0585	3.6752	3.4036	3.2947	2.871	2.9571	2.6997	3.2747	3.1736	3.4294	3.3989	3.2771	3.1851	3.3881	3.5407	3.1199	3.3289	3.094	3.3755	3.82	3.8461	3.4081
AT4G38160	2.5905	2.6361	2.2087	5.7301	5.7312	5.7148	2.1993	2.13	2.409	6.1669	5.9649	6.2071	3.0746	3.1361	2.8368	5.6067	5.5782	5.3932	2.7022	2.2755	2.5292	6.0472	5.9867	6.0957
AT4G38170	3.3712	3.4443	3.6305	3.8317	3.8079	3.791	3.4483	3.5508	3.5646	3.8663	3.9106	3.8534	3.6144	3.7199	3.7316	3.7052	3.8105	3.7291	3.5229	3.4904	3.7516	3.82	3.5823	4.2039
AT4G38180	3.5984	3.4924	3.736	3.3438	3.3453	3.3689	3.8504	3.6422	3.5646	3.5188	3.4969	3.5381	3.5806	3.6475	3.7866	3.4809	3.5989	3.2349	3.7376	3.6806	3.6824	3.2823	3.5232	3.331
AT4G38200	6.4661	6.4113	6.6309	6.0095	6.03	5.9994	6.698	6.6793	6.5253	6.02	5.9889	5.9997	6.3501	6.3622	6.314	6.1339	5.9971	6.0013	6.7156	6.5571	6.613	6.3257	6.1648	5.9993
AT4G38210	2.6627	2.5703	2.786	1.8832	1.1828	0.9472	2.7073	2.5632	2.6887	1.3461	1.4108	0.9674	2.3957	2.6842	2.6249	1.5639	1.2039	1.0308	2.0921	2.456	2.4647	0.8783	0.9129	1.0645
AT4G38215	-0.7473	-0.0091	0.3898	-0.6433	0.0184	-2.3115	-0.393	0.2013	0.3887	-0.5799	-2.198	-3.1201	0.0211	0.3909	0.303	-1.6756	-1.893	-2.3197	-0.1965	-0.336	0.6282	-1.6719	-1.4718	-0.7565
AT4G38220	6.3287	6.4583	6.7563	6.7673	6.3447	6.2248	6.8927	6.713	6.8441	6.0821	5.9889	6.0673	6.545	6.6521	6.647	6.4101	5.9767	6.1968	6.857	6.6349	6.7986	6.1216	5.9739	5.9449
AT4G38225	3.2626	3.2477	3.0923	6.7313	6.4671	6.4675	3.0585	3.2233	3.0227	6.5431	6.219	6.3738	3.5749	3.672	3.2734	6.4485	6.208	6.1809	2.9269	3.0333	3.1168	6.4844	6.5512	6.7423
AT4G38230	4.3789	4.2389	4.0734	3.7814	3.4778	3.6723	4.0724	4.2403	4.1016	3.3141	3.2012	3.2779	3.8356	3.6524	3.7065	3.1824	2.9869	3.6938	3.9103	3.9453	3.6895	3.3087	3.21	3.1632
AT4G38240	5.3827	5.4511	5.2308	4.9545	5.1073	5.135	5.0872	5.144	5.1873	4.9119	5.1365	4.9691	5.2874	5.3931	5.1998	5.3055	5.1933	5.4472	5.2393	5.2918	5.2626	5.0657	5.0395	5.0998
AT4G38250	6.015	6.199	6.3356	7.0435	6.8552	6.7246	6.414	6.1086	6.0875	6.4983	6.4509	6.4415	6.5486	6.6007	6.4687	6.9321	6.466	6.722	6.6851	6.4105	6.6802	6.7562	6.4792	6.3625
AT4G38260	4.6664	4.5967	4.4481	4.3927	4.1175	4.093	4.3908	4.3328	4.2173	4.0562	3.9599	3.9133	4.803	4.6288	4.4896	4.566	4.3012	4.2862	4.6415	4.458	4.5074	3.8472	3.8381	3.7837
AT4G38270	5.3472	5.2415	5.0996	5.1052	5.0262	5.1207	4.9409	5.0078	4.8118	4.8904	4.853	5.0006	5.1788	5.2092	5.1116	4.944	4.8274	4.8199	4.9723	4.9049	4.9428	4.8805	5.0325	4.9347
AT4G38280	2.9695	2.7296	2.6334	3.5828	3.6879	3.5286	2.6868	2.6399	2.8555	3.5411	3.5623	3.6303	2.8848	2.8989	2.6515	3.7655	3.5333	3.4511	2.7457	2.4405	2.4647	3.2002	3.2348	3.5893
AT4G38290	-2.0428	-1.3479	-2.5308	-0.6433	-0.1957	-2.3115	-2.63	-2.4616	-2.1693	-1.6795	-1.0605	-1.2456	-1.4983	-1.2919	-2.3159	-2.5236	-0.9754	-0.7347	-2.5184	-3.5059	-3.4015	-1.0198	-2.3198	-1.2039
AT4G38300	-2.0428	-0.6804	-2.1682	1.2312	0.9418	0.3074	-2.2674	-1.3836	-1.6388	-0.3994	0.6094	0.4242	-0.3608	0.0749	-0.169	0.512	0.0664	0.0022	-0.4678	-0.336	-1.286	0.2756	0.0021	0.1946
AT4G38320	3.6999	3.6758	3.6131	4.1268	4.1117	4.0783	3.405	3.6376	3.612	4.3043	4.2516	4.0861	3.7471	3.5127	3.6013	4.0823	3.8649	4.0965	3.4912	3.6405	3.6681	4.1318	4.0342	4.3728
